reaction_name	template_id	example	reaction_template	reactant_categories
B-H	5838	Cc1cnccc1OS(=O)(=O)C(F)(F)F.Nc1cccc(CCc2cnccc2OS(=O)(=O)C(F)(F)F)c1Nc1ccccc1>>Cc1cnccc1N(c1ccccc1)c1c(N)cccc1CCc1cnccc1OS(=O)(=O)C(F)(F)F	[O;$(OS(=O)(=O)C(F)(F)F);$([O;$(OS(=O)(=O)C(F)(F)F)][*;$([#6]);!$(*=*)]);$([$(*[a;$(a1aaaaa1)]);$(*[a;$(*1[*][*][*][*][*]1)]);!$([$(*[c;$(c1ccccc1)]),$(*[a;$(a1a2a(aaa2)aaa1)]),$(*[a;$(a1aaa2a(aaa2)a1)]),$(*[c;$(c1ccc2c(aaa2)c1)]),$(*[$(c1cc2c(cccc2)cc1)]),$(*[$(c(ccc2)c1c2cccc1)]),$(*[$(a1ac2c(cccc2)aa1)]),$(*[$(a(aaa2)c1c2cccc1)]),$(*[$(c1cc2c(aaaa2)cc1)]),$(*[$(c(ccc2)c1c2aaaa1)]),$(*[$(a(aaa2)a1a2aaaa1)]),$(*[$(a1aa2a(aaaa2)aa1)])])]):1][a:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2]([$([c;$(c1ccccc1)]),$([c;$(c1cccc1)])])[$([c;$(c1ccccc1)]),$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[a:2][N:3]([#6:4])[#6:5]	X-Triflate_Het6.Amine_AcyclicSecondary_Aromatic-Aromatic
B-H	5839	Cc1cnccc1OS(=O)(=O)C(F)(F)F.NCCNc1ccccc1CCCc1cnccc1OS(=O)(=O)C(F)(F)F>>Cc1cnccc1N(CCN)c1ccccc1CCCc1cnccc1OS(=O)(=O)C(F)(F)F	[O;$(OS(=O)(=O)C(F)(F)F);$([O;$(OS(=O)(=O)C(F)(F)F)][*;$([#6]);!$(*=*)]);$([$(*[a;$(a1aaaaa1)]);$(*[a;$(*1[*][*][*][*][*]1)]);!$([$(*[c;$(c1ccccc1)]),$(*[a;$(a1a2a(aaa2)aaa1)]),$(*[a;$(a1aaa2a(aaa2)a1)]),$(*[c;$(c1ccc2c(aaa2)c1)]),$(*[$(c1cc2c(cccc2)cc1)]),$(*[$(c(ccc2)c1c2cccc1)]),$(*[$(a1ac2c(cccc2)aa1)]),$(*[$(a(aaa2)c1c2cccc1)]),$(*[$(c1cc2c(aaaa2)cc1)]),$(*[$(c(ccc2)c1c2aaaa1)]),$(*[$(a(aaa2)a1a2aaaa1)]),$(*[$(a1aa2a(aaaa2)aa1)])])]):1][a:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2]([!$(C=C);!$(C#C);!$(C#N);!$(a)])[$([c;$(c1ccccc1)]),$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[a:2][N:3]([#6:4])[#6:5]	X-Triflate_Het6.Amine_AcyclicSecondary_SaturatedAliphatic-Aromatic
B-H	5840	Cc1cnccc1OS(=O)(=O)C(F)(F)F.NC=CNc1ccccc1CCc1cnccc1OS(=O)(=O)C(F)(F)F>>Cc1cnccc1N(C=CN)c1ccccc1CCc1cnccc1OS(=O)(=O)C(F)(F)F	[O;$(OS(=O)(=O)C(F)(F)F);$([O;$(OS(=O)(=O)C(F)(F)F)][*;$([#6]);!$(*=*)]);$([$(*[a;$(a1aaaaa1)]);$(*[a;$(*1[*][*][*][*][*]1)]);!$([$(*[c;$(c1ccccc1)]),$(*[a;$(a1a2a(aaa2)aaa1)]),$(*[a;$(a1aaa2a(aaa2)a1)]),$(*[c;$(c1ccc2c(aaa2)c1)]),$(*[$(c1cc2c(cccc2)cc1)]),$(*[$(c(ccc2)c1c2cccc1)]),$(*[$(a1ac2c(cccc2)aa1)]),$(*[$(a(aaa2)c1c2cccc1)]),$(*[$(c1cc2c(aaaa2)cc1)]),$(*[$(c(ccc2)c1c2aaaa1)]),$(*[$(a(aaa2)a1a2aaaa1)]),$(*[$(a1aa2a(aaaa2)aa1)])])]):1][a:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2]([$(C=C),$(C#C),$(C#N);!$(a)])[$([c;$(c1ccccc1)]),$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[a:2][N:3]([#6:4])[#6:5]	X-Triflate_Het6.Amine_AcyclicSecondary_UnsaturatedAliphatic-Aromatic
B-H	5841	Cc1cnccc1OS(=O)(=O)C(F)(F)F.O=S(=O)(Oc1ccncc1CC1CCc2ccccc2Nc2ccccc2C1)C(F)(F)F>>Cc1cnccc1N1c2ccccc2CCC(Cc2cnccc2OS(=O)(=O)C(F)(F)F)Cc2ccccc21	[O;$(OS(=O)(=O)C(F)(F)F);$([O;$(OS(=O)(=O)C(F)(F)F)][*;$([#6]);!$(*=*)]);$([$(*[a;$(a1aaaaa1)]);$(*[a;$(*1[*][*][*][*][*]1)]);!$([$(*[c;$(c1ccccc1)]),$(*[a;$(a1a2a(aaa2)aaa1)]),$(*[a;$(a1aaa2a(aaa2)a1)]),$(*[c;$(c1ccc2c(aaa2)c1)]),$(*[$(c1cc2c(cccc2)cc1)]),$(*[$(c(ccc2)c1c2cccc1)]),$(*[$(a1ac2c(cccc2)aa1)]),$(*[$(a(aaa2)c1c2cccc1)]),$(*[$(c1cc2c(aaaa2)cc1)]),$(*[$(c(ccc2)c1c2aaaa1)]),$(*[$(a(aaa2)a1a2aaaa1)]),$(*[$(a1aa2a(aaaa2)aa1)])])]):1][a:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2]([$([c;$(c1ccccc1)]),$([c;$(c1cccc1)])])[$([c;$(c1ccccc1)]),$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[a:2][N:3]([#6:4])[#6:5]	X-Triflate_Het6.Amine_CyclicSecondary_Aromatic-Aromatic
B-H	5842	Cc1cnccc1OS(=O)(=O)C(F)(F)F.O=S(=O)(Oc1ccncc1Cc1ccc2c(c1)NCCC2)C(F)(F)F>>Cc1cnccc1N1CCCc2ccc(Cc3cnccc3OS(=O)(=O)C(F)(F)F)cc21	[O;$(OS(=O)(=O)C(F)(F)F);$([O;$(OS(=O)(=O)C(F)(F)F)][*;$([#6]);!$(*=*)]);$([$(*[a;$(a1aaaaa1)]);$(*[a;$(*1[*][*][*][*][*]1)]);!$([$(*[c;$(c1ccccc1)]),$(*[a;$(a1a2a(aaa2)aaa1)]),$(*[a;$(a1aaa2a(aaa2)a1)]),$(*[c;$(c1ccc2c(aaa2)c1)]),$(*[$(c1cc2c(cccc2)cc1)]),$(*[$(c(ccc2)c1c2cccc1)]),$(*[$(a1ac2c(cccc2)aa1)]),$(*[$(a(aaa2)c1c2cccc1)]),$(*[$(c1cc2c(aaaa2)cc1)]),$(*[$(c(ccc2)c1c2aaaa1)]),$(*[$(a(aaa2)a1a2aaaa1)]),$(*[$(a1aa2a(aaaa2)aa1)])])]):1][a:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2]([!$(C=C);!$(C#C);!$(C#N);!$(a)])[$([c;$(c1ccccc1)]),$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[a:2][N:3]([#6:4])[#6:5]	X-Triflate_Het6.Amine_CyclicSecondary_SaturatedAliphatic-Aromatic
B-H	5843	Cc1cnccc1OS(=O)(=O)C(F)(F)F.O=S(=O)(Oc1ccncc1Cc1ccc2c(c1)NC=CC2)C(F)(F)F>>Cc1cnccc1N1C=CCc2ccc(Cc3cnccc3OS(=O)(=O)C(F)(F)F)cc21	[O;$(OS(=O)(=O)C(F)(F)F);$([O;$(OS(=O)(=O)C(F)(F)F)][*;$([#6]);!$(*=*)]);$([$(*[a;$(a1aaaaa1)]);$(*[a;$(*1[*][*][*][*][*]1)]);!$([$(*[c;$(c1ccccc1)]),$(*[a;$(a1a2a(aaa2)aaa1)]),$(*[a;$(a1aaa2a(aaa2)a1)]),$(*[c;$(c1ccc2c(aaa2)c1)]),$(*[$(c1cc2c(cccc2)cc1)]),$(*[$(c(ccc2)c1c2cccc1)]),$(*[$(a1ac2c(cccc2)aa1)]),$(*[$(a(aaa2)c1c2cccc1)]),$(*[$(c1cc2c(aaaa2)cc1)]),$(*[$(c(ccc2)c1c2aaaa1)]),$(*[$(a(aaa2)a1a2aaaa1)]),$(*[$(a1aa2a(aaaa2)aa1)])])]):1][a:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2]([$(C=C),$(C#C),$(C#N);!$(a)])[$([c;$(c1ccccc1)]),$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[a:2][N:3]([#6:4])[#6:5]	X-Triflate_Het6.Amine_CyclicSecondary_UnsaturatedAliphatic-Aromatic
B-H	5844	Cc1cnccc1OS(=O)(=O)C(F)(F)F.Nc1cccc(CCc2cnccc2OS(=O)(=O)C(F)(F)F)c1N>>Cc1cnccc1Nc1cccc(CCc2cnccc2OS(=O)(=O)C(F)(F)F)c1N	[O;$(OS(=O)(=O)C(F)(F)F);$([O;$(OS(=O)(=O)C(F)(F)F)][*;$([#6]);!$(*=*)]);$([$(*[a;$(a1aaaaa1)]);$(*[a;$(*1[*][*][*][*][*]1)]);!$([$(*[c;$(c1ccccc1)]),$(*[a;$(a1a2a(aaa2)aaa1)]),$(*[a;$(a1aaa2a(aaa2)a1)]),$(*[c;$(c1ccc2c(aaa2)c1)]),$(*[$(c1cc2c(cccc2)cc1)]),$(*[$(c(ccc2)c1c2cccc1)]),$(*[$(a1ac2c(cccc2)aa1)]),$(*[$(a(aaa2)c1c2cccc1)]),$(*[$(c1cc2c(aaaa2)cc1)]),$(*[$(c(ccc2)c1c2aaaa1)]),$(*[$(a(aaa2)a1a2aaaa1)]),$(*[$(a1aa2a(aaaa2)aa1)])])]):1][a:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);D1;$([$(*[c;$(c1ccccc1)]);$(*[c;$(c1[c][c][c][c][c]1)]);!$([$(*[$(a(aaa2)a1a2aaaa1)]),$(*[$(a1aa2a(aaaa2)aa1)]),$(*[a;$(a1a2a(aaa2)aaa1)]),$(*[a;$(a1aaa2a(aaa2)a1)])])]):3][#6:4]>>[a:2][N:3][#6:4]	X-Triflate_Het6.Amine_Primary_Phe
B-H	5845	Cc1cnccc1OS(=O)(=O)C(F)(F)F.Nc1cc2ccc(CCc3cnccc3OS(=O)(=O)C(F)(F)F)cc2cc1N>>Cc1cnccc1Nc1cc2ccc(CCc3cnccc3OS(=O)(=O)C(F)(F)F)cc2cc1N	[O;$(OS(=O)(=O)C(F)(F)F);$([O;$(OS(=O)(=O)C(F)(F)F)][*;$([#6]);!$(*=*)]);$([$(*[a;$(a1aaaaa1)]);$(*[a;$(*1[*][*][*][*][*]1)]);!$([$(*[c;$(c1ccccc1)]),$(*[a;$(a1a2a(aaa2)aaa1)]),$(*[a;$(a1aaa2a(aaa2)a1)]),$(*[c;$(c1ccc2c(aaa2)c1)]),$(*[$(c1cc2c(cccc2)cc1)]),$(*[$(c(ccc2)c1c2cccc1)]),$(*[$(a1ac2c(cccc2)aa1)]),$(*[$(a(aaa2)c1c2cccc1)]),$(*[$(c1cc2c(aaaa2)cc1)]),$(*[$(c(ccc2)c1c2aaaa1)]),$(*[$(a(aaa2)a1a2aaaa1)]),$(*[$(a1aa2a(aaaa2)aa1)])])]):1][a:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);D1;$([$(*[$(c1cc2c(cccc2)cc1)]),$(*[$(c(ccc2)c1c2cccc1)])]):3][#6:4]>>[a:2][N:3][#6:4]	X-Triflate_Het6.Amine_Primary_PhePhe
B-H	5846	Cc1cnccc1OS(=O)(=O)C(F)(F)F.Nc1cncc(CCc2cnccc2OS(=O)(=O)C(F)(F)F)c1Nc1ccccc1>>Cc1cnccc1N(c1ccccc1)c1c(N)cncc1CCc1cnccc1OS(=O)(=O)C(F)(F)F	[O;$(OS(=O)(=O)C(F)(F)F);$([O;$(OS(=O)(=O)C(F)(F)F)][*;$([#6]);!$(*=*)]);$([$(*[a;$(a1aaaaa1)]);$(*[a;$(*1[*][*][*][*][*]1)]);!$([$(*[c;$(c1ccccc1)]),$(*[a;$(a1a2a(aaa2)aaa1)]),$(*[a;$(a1aaa2a(aaa2)a1)]),$(*[c;$(c1ccc2c(aaa2)c1)]),$(*[$(c1cc2c(cccc2)cc1)]),$(*[$(c(ccc2)c1c2cccc1)]),$(*[$(a1ac2c(cccc2)aa1)]),$(*[$(a(aaa2)c1c2cccc1)]),$(*[$(c1cc2c(aaaa2)cc1)]),$(*[$(c(ccc2)c1c2aaaa1)]),$(*[$(a(aaa2)a1a2aaaa1)]),$(*[$(a1aa2a(aaaa2)aa1)])])]):1][a:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2]([$([c;$(c1ccccc1)]),$([c;$(c1cccc1)])])[$([a;$(a1aaaaa1)]),$([a;$(a1aaaa1)]);!$([c;$(c1ccccc1)]);!$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[a:2][N:3]([#6:4])[#6:5]	X-Triflate_Het6.Amine_AcyclicSecondary_Aromatic-Heteroaromatic
B-H	5847	Cc1cnccc1OS(=O)(=O)C(F)(F)F.Nc1cncc(CCc2cnccc2OS(=O)(=O)C(F)(F)F)c1Nc1cccnc1>>Cc1cnccc1N(c1cccnc1)c1c(N)cncc1CCc1cnccc1OS(=O)(=O)C(F)(F)F	[O;$(OS(=O)(=O)C(F)(F)F);$([O;$(OS(=O)(=O)C(F)(F)F)][*;$([#6]);!$(*=*)]);$([$(*[a;$(a1aaaaa1)]);$(*[a;$(*1[*][*][*][*][*]1)]);!$([$(*[c;$(c1ccccc1)]),$(*[a;$(a1a2a(aaa2)aaa1)]),$(*[a;$(a1aaa2a(aaa2)a1)]),$(*[c;$(c1ccc2c(aaa2)c1)]),$(*[$(c1cc2c(cccc2)cc1)]),$(*[$(c(ccc2)c1c2cccc1)]),$(*[$(a1ac2c(cccc2)aa1)]),$(*[$(a(aaa2)c1c2cccc1)]),$(*[$(c1cc2c(aaaa2)cc1)]),$(*[$(c(ccc2)c1c2aaaa1)]),$(*[$(a(aaa2)a1a2aaaa1)]),$(*[$(a1aa2a(aaaa2)aa1)])])]):1][a:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2]([$([a;$(a1aaaaa1)]),$([a;$(a1aaaa1)]);!$([c;$(c1ccccc1)]);!$([c;$(c1cccc1)])])[$([a;$(a1aaaaa1)]),$([a;$(a1aaaa1)]);!$([c;$(c1ccccc1)]);!$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[a:2][N:3]([#6:4])[#6:5]	X-Triflate_Het6.Amine_AcyclicSecondary_Heteroaromatic-Heteroaromatic
B-H	5848	Cc1cnccc1OS(=O)(=O)C(F)(F)F.NCCNc1ccncc1CCc1cnccc1OS(=O)(=O)C(F)(F)F>>Cc1cnccc1N(CCN)c1ccncc1CCc1cnccc1OS(=O)(=O)C(F)(F)F	[O;$(OS(=O)(=O)C(F)(F)F);$([O;$(OS(=O)(=O)C(F)(F)F)][*;$([#6]);!$(*=*)]);$([$(*[a;$(a1aaaaa1)]);$(*[a;$(*1[*][*][*][*][*]1)]);!$([$(*[c;$(c1ccccc1)]),$(*[a;$(a1a2a(aaa2)aaa1)]),$(*[a;$(a1aaa2a(aaa2)a1)]),$(*[c;$(c1ccc2c(aaa2)c1)]),$(*[$(c1cc2c(cccc2)cc1)]),$(*[$(c(ccc2)c1c2cccc1)]),$(*[$(a1ac2c(cccc2)aa1)]),$(*[$(a(aaa2)c1c2cccc1)]),$(*[$(c1cc2c(aaaa2)cc1)]),$(*[$(c(ccc2)c1c2aaaa1)]),$(*[$(a(aaa2)a1a2aaaa1)]),$(*[$(a1aa2a(aaaa2)aa1)])])]):1][a:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2]([!$(C=C);!$(C#C);!$(C#N);!$(a)])[$([a;$(a1aaaaa1)]),$([a;$(a1aaaa1)]);!$([c;$(c1ccccc1)]);!$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[a:2][N:3]([#6:4])[#6:5]	X-Triflate_Het6.Amine_AcyclicSecondary_SaturatedAliphatic-Heteroaromatic
B-H	5849	Cc1cnccc1OS(=O)(=O)C(F)(F)F.NC=CNc1ccncc1CCc1cnccc1OS(=O)(=O)C(F)(F)F>>Cc1cnccc1N(C=CN)c1ccncc1CCc1cnccc1OS(=O)(=O)C(F)(F)F	[O;$(OS(=O)(=O)C(F)(F)F);$([O;$(OS(=O)(=O)C(F)(F)F)][*;$([#6]);!$(*=*)]);$([$(*[a;$(a1aaaaa1)]);$(*[a;$(*1[*][*][*][*][*]1)]);!$([$(*[c;$(c1ccccc1)]),$(*[a;$(a1a2a(aaa2)aaa1)]),$(*[a;$(a1aaa2a(aaa2)a1)]),$(*[c;$(c1ccc2c(aaa2)c1)]),$(*[$(c1cc2c(cccc2)cc1)]),$(*[$(c(ccc2)c1c2cccc1)]),$(*[$(a1ac2c(cccc2)aa1)]),$(*[$(a(aaa2)c1c2cccc1)]),$(*[$(c1cc2c(aaaa2)cc1)]),$(*[$(c(ccc2)c1c2aaaa1)]),$(*[$(a(aaa2)a1a2aaaa1)]),$(*[$(a1aa2a(aaaa2)aa1)])])]):1][a:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2]([$(C=C),$(C#C),$(C#N);!$(a)])[$([a;$(a1aaaaa1)]),$([a;$(a1aaaa1)]);!$([c;$(c1ccccc1)]);!$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[a:2][N:3]([#6:4])[#6:5]	X-Triflate_Het6.Amine_AcyclicSecondary_UnsaturatedAliphatic-Heteroaromatic
B-H	5850	Cc1cnccc1OS(=O)(=O)C(F)(F)F.O=S(=O)(Oc1ccncc1CC1CCc2ccncc2Nc2ccccc2C1)C(F)(F)F>>Cc1cnccc1N1c2cnccc2CCC(Cc2cnccc2OS(=O)(=O)C(F)(F)F)Cc2ccccc21	[O;$(OS(=O)(=O)C(F)(F)F);$([O;$(OS(=O)(=O)C(F)(F)F)][*;$([#6]);!$(*=*)]);$([$(*[a;$(a1aaaaa1)]);$(*[a;$(*1[*][*][*][*][*]1)]);!$([$(*[c;$(c1ccccc1)]),$(*[a;$(a1a2a(aaa2)aaa1)]),$(*[a;$(a1aaa2a(aaa2)a1)]),$(*[c;$(c1ccc2c(aaa2)c1)]),$(*[$(c1cc2c(cccc2)cc1)]),$(*[$(c(ccc2)c1c2cccc1)]),$(*[$(a1ac2c(cccc2)aa1)]),$(*[$(a(aaa2)c1c2cccc1)]),$(*[$(c1cc2c(aaaa2)cc1)]),$(*[$(c(ccc2)c1c2aaaa1)]),$(*[$(a(aaa2)a1a2aaaa1)]),$(*[$(a1aa2a(aaaa2)aa1)])])]):1][a:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2]([$([c;$(c1ccccc1)]),$([c;$(c1cccc1)])])[$([a;$(a1aaaaa1)]),$([a;$(a1aaaa1)]);!$([c;$(c1ccccc1)]);!$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[a:2][N:3]([#6:4])[#6:5]	X-Triflate_Het6.Amine_CyclicSecondary_Aromatic-Heteroaromatic
B-H	5851	Cc1cnccc1OS(=O)(=O)C(F)(F)F.O=S(=O)(Oc1ccncc1CC1CCc2cnccc2Nc2cnccc2C1)C(F)(F)F>>Cc1cnccc1N1c2ccncc2CCC(Cc2cnccc2OS(=O)(=O)C(F)(F)F)Cc2ccncc21	[O;$(OS(=O)(=O)C(F)(F)F);$([O;$(OS(=O)(=O)C(F)(F)F)][*;$([#6]);!$(*=*)]);$([$(*[a;$(a1aaaaa1)]);$(*[a;$(*1[*][*][*][*][*]1)]);!$([$(*[c;$(c1ccccc1)]),$(*[a;$(a1a2a(aaa2)aaa1)]),$(*[a;$(a1aaa2a(aaa2)a1)]),$(*[c;$(c1ccc2c(aaa2)c1)]),$(*[$(c1cc2c(cccc2)cc1)]),$(*[$(c(ccc2)c1c2cccc1)]),$(*[$(a1ac2c(cccc2)aa1)]),$(*[$(a(aaa2)c1c2cccc1)]),$(*[$(c1cc2c(aaaa2)cc1)]),$(*[$(c(ccc2)c1c2aaaa1)]),$(*[$(a(aaa2)a1a2aaaa1)]),$(*[$(a1aa2a(aaaa2)aa1)])])]):1][a:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2]([$([a;$(a1aaaaa1)]),$([a;$(a1aaaa1)]);!$([c;$(c1ccccc1)]);!$([c;$(c1cccc1)])])[$([a;$(a1aaaaa1)]),$([a;$(a1aaaa1)]);!$([c;$(c1ccccc1)]);!$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[a:2][N:3]([#6:4])[#6:5]	X-Triflate_Het6.Amine_CyclicSecondary_Heteroaromatic-Heteroaromatic
B-H	5852	Cc1cnccc1OS(=O)(=O)C(F)(F)F.O=S(=O)(Oc1ccncc1Cc1cnc2c(c1)NCCC2)C(F)(F)F>>Cc1cnccc1N1CCCc2ncc(Cc3cnccc3OS(=O)(=O)C(F)(F)F)cc21	[O;$(OS(=O)(=O)C(F)(F)F);$([O;$(OS(=O)(=O)C(F)(F)F)][*;$([#6]);!$(*=*)]);$([$(*[a;$(a1aaaaa1)]);$(*[a;$(*1[*][*][*][*][*]1)]);!$([$(*[c;$(c1ccccc1)]),$(*[a;$(a1a2a(aaa2)aaa1)]),$(*[a;$(a1aaa2a(aaa2)a1)]),$(*[c;$(c1ccc2c(aaa2)c1)]),$(*[$(c1cc2c(cccc2)cc1)]),$(*[$(c(ccc2)c1c2cccc1)]),$(*[$(a1ac2c(cccc2)aa1)]),$(*[$(a(aaa2)c1c2cccc1)]),$(*[$(c1cc2c(aaaa2)cc1)]),$(*[$(c(ccc2)c1c2aaaa1)]),$(*[$(a(aaa2)a1a2aaaa1)]),$(*[$(a1aa2a(aaaa2)aa1)])])]):1][a:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2]([!$(C=C);!$(C#C);!$(C#N);!$(a)])[$([a;$(a1aaaaa1)]),$([a;$(a1aaaa1)]);!$([c;$(c1ccccc1)]);!$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[a:2][N:3]([#6:4])[#6:5]	X-Triflate_Het6.Amine_CyclicSecondary_SaturatedAliphatic-Heteroaromatic
B-H	5853	Cc1cnccc1OS(=O)(=O)C(F)(F)F.O=S(=O)(Oc1ccncc1Cc1cnc2c(c1)NC=CC2)C(F)(F)F>>Cc1cnccc1N1C=CCc2ncc(Cc3cnccc3OS(=O)(=O)C(F)(F)F)cc21	[O;$(OS(=O)(=O)C(F)(F)F);$([O;$(OS(=O)(=O)C(F)(F)F)][*;$([#6]);!$(*=*)]);$([$(*[a;$(a1aaaaa1)]);$(*[a;$(*1[*][*][*][*][*]1)]);!$([$(*[c;$(c1ccccc1)]),$(*[a;$(a1a2a(aaa2)aaa1)]),$(*[a;$(a1aaa2a(aaa2)a1)]),$(*[c;$(c1ccc2c(aaa2)c1)]),$(*[$(c1cc2c(cccc2)cc1)]),$(*[$(c(ccc2)c1c2cccc1)]),$(*[$(a1ac2c(cccc2)aa1)]),$(*[$(a(aaa2)c1c2cccc1)]),$(*[$(c1cc2c(aaaa2)cc1)]),$(*[$(c(ccc2)c1c2aaaa1)]),$(*[$(a(aaa2)a1a2aaaa1)]),$(*[$(a1aa2a(aaaa2)aa1)])])]):1][a:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2]([$(C=C),$(C#C),$(C#N);!$(a)])[$([a;$(a1aaaaa1)]),$([a;$(a1aaaa1)]);!$([c;$(c1ccccc1)]);!$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[a:2][N:3]([#6:4])[#6:5]	X-Triflate_Het6.Amine_CyclicSecondary_UnsaturatedAliphatic-Heteroaromatic
